"","V1","V2","V3"
"5078","DOWNWARD","TAD",1
"5079","EIGHTY","LYMAN",1
"5080","WINERY","UNITAS",1
"5081","BARBOUR","ISN'T",1
"5082","DOWNS","RIGHTIST",1
"5083","GIGGING","FATHERLAND",1
"5084","SLIM","SLOBBER",1
"5085","AFFIX","BEFOREHAND",1
"5086","BEFOREHAND","HUNTER HAVE",1
"5087","LEAVE SAND","WOOD SITS",1
"5088","LIFE NOW","LOOKING ABOUT",1
"5089","REALISTICALLY","EXPECT ITS",1
"5090","VISUALLY IT","POLYGRAPH",1
"5091","GREEN BRIER","RE NICK",1
"5092","RIFFLE","SLAUGHTER",1
"5093","AFTER DARK","MOUNTAINSIDE",1
"5094","CAPE","AFTER DARK",1
"5095","CIRCUS","CAPE",1
"5096","CONSEQUENT","CANTEEN",1
"5097","GIBBER","UKRAINIAN",1
"5098","UKRAINE","AUSTRALASIAN",1
"5099","UKRAINIAN","GIBBER",1
"5100","FIBBING","OUTFITTING",1
"5101","CENTERPIECE","CONE SHAPES",1
"5102","NOTORIOUS","OUTFITTER",1
"5103","OUTFITTER","SCOFFLAW",1
"5104","SUB ALPINE","CENTERPIECE",1
"5105","YELLOW STONES","BACK COUNTRY",1
"5106","CLAMMY","FLOP",1
"5107","CROW HEART","BLIZZARD",1
"5108","SCANTY","HEATER",1
"5109","GOUACHE","BLUFF TON",1
"5110","MINUTES MY","TAPPED",1
"5111","MONIES","INCIDENCE",1
"5112","FEND","DIRT BIKES",1
"5113","PUPPY","DANE",1
"5114","BB","MAINLINE",1
"5115","BALLET","AUTHENTIC",1
"5116","HOGBACK","DROWSE",1
"5117","CIDER","CINDER",1
"5118","CINDER","NOTICEABLE",1
"5119","IA","SHIMMED",1
"5120","MONT ROSE","IA",1
"5121","SHIMMED","PRIMROSE",1
"5122","DEER BEARS","SHOT RABID",1
"5123","IN AFTER","MINUTES OUT",1
"5124","SITUATION WE","VERIFY IT",1
"5125","SLAUGHTERED WOUNDED","MOOSE HONESTLY",1
"5126","THOUGHT THIS","HEARD BUT",1
"5127","VERIFY IT","WAS BETWEEN",1
"5128","WILDS THIS","JEREMIAH",1
"5129","WOODS WOLVES","DEER BEARS",1
"5130","ALFALFA","FALLOW",1
"5131","MCCALL","YELLOW PINE",1
"5132","MEAGER","BALCONY",1
"5133","STRIPE","WHITE TAN",1
"5134","ELK","SIMULATE",1
"5135","GLENDA","BOGGY",1
"5136","SLOSH","LAKEFRONT",1
"5137","ADMAN","DOING WE",1
"5138","ASKED SO","USU",1
"5139","CAT CHIT","PANE",1
"5140","DRAG LINE","DREDGE",1
"5141","FLOYD","FLOYD",1
"5142","HAIRY","GREATHEARTED",1
"5143","HUNTER FOR","NEVER SEEN",1
"5144","IDLE WILD","PARK WE",1
"5145","PARK WE","SIGHT THERE",1
"5146","SIGHTINGS OF","CREATURE WE",1
"5147","TRAPPER","HUNTER FOR",1
"5148","WAD","SPLOSH",1
"5149","LEFT ABOUT","FT AWAY",1
"5150","MOTEL","REPETITION",1
"5151","CAMPING IN","VOLGA",1
"5152","JOSH","GARB",1
"5153","REV","LAYETTE",1
"5154","BIG NOSED","BLACKFACE",1
"5155","BLACKFACE","HAIRY HEADED",1
"5156","CHEWED UP","MANGLE",1
"5157","CLOSE KNIT","HUMBOLDT",1
"5158","DEAN","DAMP",1
"5159","DELUGE","DAVENPORT",1
"5160","DO DRILL","BIG NOSED",1
"5161","FIGMENT","FERTILE",1
"5162","HUMBOLDT","ALBERTA",1
"5163","JENKINS","UP TOWN",1
"5164","JENNINGS","DO DRILL",1
"5165","KLAUS","OTTO SEN",1
"5166","MARVIN","ANDERSEN",1
"5167","NAAN","JENNINGS",1
"5168","NEWEL","RAH",1
"5169","OTTO SEN","DELUGE",1
"5170","PEOPLE FARMERS","TOWNSPEOPLE",1
"5171","POSTMASTER","DEAN",1
"5172","STAMPEDE","CHEWED UP",1
"5173","TWO HANDS","THREE HANDS",1
"5174","UP TOWN","JENKINS",1
"5175","BEARLIKE","LOCK RIDGE",1
"5176","CIRCULATE","DIFF",1
"5177","FARMYARD","OLSON",1
"5178","LOCK RIDGE","BEARLIKE",1
"5179","MILWAUKEE","SENTINEL",1
"5180","SUNDOWN","FARMYARD",1
"5181","MAC BRIDE","VULTURE",1
"5182","COERCE","DARLENE",4
"5183","COMPRESS","UNSAFE TEENAGER",1
"5184","DROP OFF","LATE SUMMER",1
"5185","UNLOVING","PSYCH",1
"5186","AA","FUMBLE",1
"5187","MELD RUM","COLLOCATE",1
"5188","BOISE","DECRIMINALIZATION",1
"5189","DECRIMINALIZATION","BIGHORN",1
"5190","FOOTPRINTS THEY","TRACKS VERY",1
"5191","SLOPPILY","OUT WITHOUT",1
"5192","TRACKS VERY","LOUIE",1
"5193","BROADER BUT","FAT KINDA",1
"5194","FAT KINDA","LANKY",1
"5195","SEEN","THEREFOR",1
"5196","POND SITE","BONNER",1
"5197","FLIPPING","PENNY",1
"5198","PERCEPTIVE","CUR",1
"5199","TRANSFERRED","FLIPPING",1
"5200","SHERMAN","TRENCHERMAN",1
"5201","CONTINENTAL","FLY FISHING",1
"5202","DUBIOUS","CONTINENTAL",1
"5203","MAZE","WOVE",1
"5204","BONE CHILLING","ELAPSE",1
"5205","FORMED","INDIVIDUALS ONE",1
"5206","INDIVIDUALS ONE","BROTHER HAD",1
"5207","GRASS GRAVELED","PLUMMET",1
"5208","CASEY","CASEY",1
"5209","ACROSS HE","TREE BECAUSE",1
"5210","AGE UNTIL","YEARS BUT",1
"5211","BEAR HE","SAME ONLY",1
"5212","BUILT MUCH","MUSCULARITY",1
"5213","CHIMPANZEE SITS","SHORTCHANGE",1
"5214","CIRCUS WHAT","ACTIONS WAS",1
"5215","CLEAR WARM","MORNING THE",1
"5216","DADO","MONKEY WE",1
"5217","ENOUGH MY","SAID",1
"5218","FALL HE","WATERFALL",1
"5219","FEELING BECAUSE","TREE HOPEFULLY",1
"5220","GASKET","HAPPENED THIS",1
"5221","HAND COULD","ENOUGH MY",1
"5222","HER THAT","CHIMPANZEE ONLY",1
"5223","IDAHO FROM","SITE HE",1
"5224","IT ABOUT","COFFIN",1
"5225","MAT","STOOD IT",1
"5226","MONKEY WE","GASKET",1
"5227","MORNING APPROXIMATELY","SITE MY",1
"5228","MOSCOW","IDAHO FROM",1
"5229","MUSCULARITY","CHIMPANZEE SITS",1
"5230","PAPERY","IT ABOUT",1
"5231","PROCESS THE","TO WOULD",1
"5232","SAME ONLY","DIRECTION NEITHER",1
"5233","SHAKES ROOFING","SHINGLE SON",1
"5234","SHINGLE SON","MORNING APPROXIMATELY",1
"5235","SHINY IT","IT THIS",1
"5236","SHORTCHANGE","SHINY IT",1
"5237","SITE HE","IS WAS",1
"5238","STUMP AGE","BIDDING",1
"5239","TEACHER SHE","MOSCOW",1
"5240","TO WOULD","BRUSH MY",1
"5241","TREE BECAUSE","PAPERY",1
"5242","TREE HOPEFULLY","FALL HE",1
"5243","TROY","IDAHOES",1
"5244","UNIVERSITY SO","CIRCUS",1
"5245","WITH NO","DADO",1
"5246","YEARS BUT","SIZE ONLY",1
"5247","COMMENTARY","LATH",1
"5248","ENTIRETY","COMMENTARY",1
"5249","GEEK","LEG IT",1
"5250","CULPRIT","HOWL",1
"5251","AMELIA","TALL WHEN",1
"5252","DUSTY","BLABBING",1
"5253","SCHLESINGER","BUCKLE",1
"5254","SIEVE","BRUCE",1
"5255","STEVE DALE","SCHLESINGER",1
"5256","AIRSTRIP","AIRSTRIP",1
"5257","APPROX INCH","DIATRIBE",1
"5258","AREA HE","TOOK MY",1
"5259","BYE","DWELL",1
"5260","DIATRIBE","TOUCHING IT",1
"5261","ELK MY","BYE",1
"5262","HAIR SHORTER","AREA HE",1
"5263","HEAD LONG","HAIR SHORTER",1
"5264","INCLINE BY","CLARITY",1
"5265","LOOKING NO","NECK HEAD",1
"5266","NECK HEAD","SHOULDERS DOMED",1
"5267","OUTDOORSY","HUNTING DIRT",1
"5268","OUTHIT","THING HE",1
"5269","SHOULDERS DOMED","HEAD LONG",1
"5270","WETBACK","HOMEY",1
"5271","NIGHT WEATHER","FOGGY AREA",1
"5272","RELATE AUTUMN","NIGHT WEATHER",1
"5273","GALES BURG","ILLINOIS",1
"5274","TRICYCLE","PEDDLE",1
"5275","VERMILION","ILLINOISAN",1
"5276","COMPOSURE","ME NEVER",1
"5277","DOLLAR","EMERALD",1
"5278","BULLOCK","FRANKFORT",1
"5279","CARHOP","HEREIN",1
"5280","CHITTERLINGS","BULLOCK",1
"5281","CRAWLSPACE","MEW",1
"5282","DIRECTION LOCATION","ABUTTED",1
"5283","INSULATE","FORECAST",1
"5284","QUIZZICAL","CRAWLSPACE",1
"5285","WARRANT","AMISH",1
"5286","THO","EVER SINCE",1
"5287","JETTED","THERE ALL",1
"5288","ARRANT","ARCHIVE",1
"5289","MULLEIN","KNIGHT",1
"5290","HAYRIDE","HAYRIDE",1
"5291","HISS","SQUATTING",1
"5292","MOLASSES","PLYWOOD",1
"5293","HEREABOUT","INCHES REDDISH",1
"5294","INCHES REDDISH","BROWNIE",1
"5295","LANKY","PLAYER IT",1
"5296","QUARRY ABOUT","IT THERE",1
"5297","BACON","CELLAR",1
"5298","SIZZLE","SKILLET",1
"5299","SKILLET","BACON",1
"5300","INGEST","WATCHFUL",1
"5301","FOOTPRINT SIT","EXPECT IT",1
"5302","FURRING","LAYABOUT",1
"5303","HEAD ANIMALS","EXERT",1
"5304","KHAKI","MAUSER",1
"5305","THERETOFORE","DUNK",1
"5306","WINDED","RHYTHMIC",1
"5307","PREPPED","DEER STAND",1
"5308","TREE STAND","VISUALIZE",1
"5309","TUMID","TOKE",1
"5310","HAROLD","BENNY",1
"5311","RACHEL","HERE THERE",1
"5312","BEEBE","BEEBE",1
"5313","CHILDISH","LYNN",1
"5314","MEMORABLE","MARY",1
"5315","OVERFLOW","SAMOAN",1
"5316","SAMOAN","BUCK HART",1
"5317","SPURRED","IGNITION",1
"5318","MINIBIKE","AMONG ST",1
"5319","RIVER TON","MINIBIKE",1
"5320","CUDDLY","GRANTSMANSHIP",1
"5321","LARGE FOOTED","MUNCH",1
"5322","AMPLIFY","HEADSET",1
"5323","FACEBOOK","CHAT HAM",1
"5324","THEY'D","STEIN",1
"5325","STEIN","COURTNEY",12
"5326","CRYPTIC","SHELBY",1
"5327","PRIG","SOMEONE WHO",1
"5328","PEORIA","RIVER IT",1
"5329","CHIVE","THOUGHT THAT",1
"5330","THOUGHT THAT","BIGFOOT THEN",1
"5331","MUM","BEAGLE",1
"5332","AIRMAN","BRASS",1
"5333","CONGRESSMAN","GRASS MAN",1
"5334","GRASS MAN","WIZARD",1
"5335","VIENNESE","EM BRASS",1
"5336","WABASH","VIENNESE",1
"5337","WIZARD","OZ",1
"5338","MITSUBISHI","MONTERREY",1
"5339","SWEETHEART","COUPERIN",1
"5340","OMNIVORE","VEGETARIAN",1
"5341","MUSTY ODORED","REDYE",1
"5342","REDYE","HUMANIZE",1
"5343","CLEARANCE","OVERSEA",1
"5344","PAIL","CHRIST",1
"5345","SHRUGGED","BUNG",1
"5346","SCOTT TROY","TWO THREE",1
"5347","MAS SAC","KIELBASI",1
"5348","RADIAL","BOTTOMLESS",1
"5349","COURTNEY","NEUROLOGIST",1
"5350","AFRICA","PHILANTHROPIST",1
"5351","ASSERTION","UP LIFTED",1
"5352","AWKWARD","FLIPPANT",1
"5353","CANTERED","MANNERISM",1
"5354","CARICATURE","FLAIL",1
"5355","CAUSAL","ACQUAINTANCE",1
"5356","CHRISTEN","MUG",1
"5357","COMEDIC","CARICATURE",1
"5358","ENDURANCE","PRY",1
"5359","EVADE","OUTDISTANCE",1
"5360","EXTINCT","CNN",1
"5361","EYEWITNESS","USURER",1
"5362","HANKER","PONDER",1
"5363","HENSLEY","LIMOUSINE",1
"5364","HOMINID","AFRICA",1
"5365","HOMO","SAPIENS",1
"5366","LIMOUSINE","CANTERED",1
"5367","LOUISIANAN","HASN'T",1
"5368","NIGHTSHADE","HOMO",1
"5369","OR LESS","EDUCATED",1
"5370","PBS","NOVA",1
"5371","PHILANTHROPIST","NIGHTSHADE",1
"5372","PREEMINENT","SCIENTIST SOMETHING",1
"5373","SEMICIRCLE","SPINNING",1
"5374","SITCOM","SPIN OFF",1
"5375","SURMISE","NINETY NINE",1
"5376","WAFER","QUADRUPLE",1
"5377","SCREAMING WE","GOTTA",1
"5378","CREEK DITCH","EMBARRASS",1
"5379","COMM","XX",1
"5380","KINK AID","SOUTHWESTERN",1
"5381","COEXIST","JUNKYARD",1
"5382","TRUE THE","PROLIFIC",1
"5383","DROUGHT","ANDAMAN",1
"5384","THUMBTACK","THUMBTACK",1
"5385","VERSAILLES","ROTOTILLER",1
"5386","ATTACHED","GARAGE GIVING",1
"5387","DUEL","FF",1
"5388","WILMINGTON","COMMENCE",1
"5389","YANKEE","MANTEGNA",1
"5390","CAITLIN","ROAD STARVE",1
"5391","FOLKS SO","UR",1
"5392","LAND WHO","DECEASED FROM",1
"5393","SENECA","MORRIS",1
"5394","FULL GROWN","DERMOT",1
"5395","INTERCONNECT","JULIET",1
"5396","TEPEE","PYRAMID",1
"5397","COPPERTONE","REDHEAD",1
"5398","PYRAMID","ARSED",1
"5399","DIAL","HAIRY",1
"5400","EM BRASS","ALHAMBRA",1
"5401","DEER THE","REDDER",1
"5402","FEE TIT","ORANGUTAN EXCEPT",1
"5403","KNOW ITS","DEER THE",1
"5404","LAKE WE","JACKIE",1
"5405","NERD","LAKE WE",1
"5406","ORANGUTAN EXCEPT","TALLER MY",1
"5407","PACE IT","FEE TIT",1
"5408","RAMP","INLET WE",1
"5409","REDDER","LONG MAYBE",1
"5410","RU CUSS","BRUSH WE",1
"5411","BEDTIME","PAJAMA",1
"5412","CHIHUAHUA","CHOOSY",1
"5413","LOON","SENECA",1
"5414","REFERRING","ENOCH",1
"5415","CHICAGO","DARK COLORED",1
"5416","KITTY","KITTY",3
"5417","BROOD","BROOD",1
"5418","DISABLE","STUBBORN",1
"5419","KY","PAULI",1
"5420","KIDNEY","KIDNEY",2
"5421","DIGEST","MOLLUSK",1
"5422","NECTAR","LARVA",1
"5423","FLINT","PUTNAM",1
"5424","CRAWFORD","DUBIOUS",1
"5425","DOCUMENTATION","GEOGRAPHICAL",1
"5426","FIRST HAND","RESIDENCE OF",1
"5427","GEOGRAPHICAL","HOOSIER",1
"5428","LYNN","ABOUND",1
"5429","MEALY","LEVER ACTION",1
"5430","VARMINT","QUALM",1
"5431","RABBIT THE","TINE",1
"5432","RE CURVE","BOWIE",1
"5433","SIMULATE","RABBIT THE",1
"5434","WORTHLESS","DAPPLE",1
"5435","FRONT THIS","UPRIGHT IT",1
"5436","LEATHER WOOD","CREEK THERE",1
"5437","SWEETBRIER","LEATHER WOOD",1
"5438","UPRIGHT IT","UP MY",1
"5439","FORSAKE","CURDLE",1
"5440","KINGS BURY","ORDINANCE",1
"5441","ORDINANCE","KINGS BURY",1
"5442","WANNABEE","MILFORD",1
"5443","SEASONAL","SEASONS TIME",1
"5444","WHAT WHERE","DISTURBANCE",1
"5445","WOE","UNDERWEAR",1
"5446","RIPSAW","INVOKE",1
"5447","PRIMATE LIKE","EIGHTEEN",1
"5448","STEPS WOOD","WORST",1
"5449","UPSTAIRS WE","STEPS WOOD",1
"5450","WINDOW MY","UPSTAIRS WE",1
"5451","WORST","DIAM",1
"5452","CLOAK","SHOULDER SIT",1
"5453","JULY SUMMER","TIME ITS",1
"5454","RIDGE SHORT","VIABLE",1
"5455","VIABLE","PRECEPT",1
"5456","SCREECHY","CHIMP LIKE",1
"5457","BLOOMFIELD","IGNITE",1
"5458","FILINGS","AGGRAVATE",1
"5459","DUNKIRK","DUNKIRK",1
"5460","ARKANSAS","MOTHERLINESS",1
"5461","PLOY","WICHITA",1
"5462","TOPEKA","SILVER LAKE",1
"5463","TALL MUSCULAR","SIMULACRUM",1
"5464","DWIGHT","POESY",1
"5465","BUR MAC","MCPHERSON",1
"5466","HANDSAW","LEVERAGE",1
"5467","MCPHERSON","BURR TON",1
"5468","CUTIE","VAC",1
"5469","TOWN THE","PANACHE",1
"5470","INASMUCH","FOURTEEN",1
"5471","CAT FIGHT","CAT FIGHT",2
"5472","LOCATION UNUSUAL","FORAGE",1
"5473","MORENO","SCURRY",1
"5474","CAFE HER","WAITRESS",1
"5475","DISPENSARY","HONEYDEW",1
"5476","VCR","VCR",2
"5477","WAITRESS","DISHWASHER",1
"5478","KNIGHT","WATER MUD",1
"5479","REASON THE","LITTER",1
"5480","TORT","COTTONTAIL",1
"5481","MOTOCROSS","OFFLOAD",1
"5482","ILLUS","GLIMMER",1
"5483","SLOUCHY","ILLUS",1
"5484","EMPORIUM","VETO",1
"5485","UNION TOWN","KY",1
"5486","END THEY","SOUND THE",1
"5487","KENTUCKY","FORGET YOU",1
"5488","SOUND THE","SOUND THAT",1
"5489","THE MIN","KENTUCKY",1
"5490","WHATSIT","AGAIN TRYING",1
"5491","WOODS CREEKS","MIND AND",1
"5492","BULBOUS","BOLE",1
"5493","FORTRESS LIKE","FORTRESS",1
"5494","KITTENISH","INFRARED",1
"5495","FOOTPRINT WE","IT BUT",1
"5496","TIME IF","SPOT WE",1
"5497","NUTSHELL","RAN WALKED",1
"5498","ATTUNE","DARKNESS THE",1
"5499","OCTAGON","FRANKLIN",1
"5500","BARKLEY","CADIZ",1
"5501","NICKEL","ADVERTISE",1
"5502","HEAP","UNDULATE",1
"5503","SAG","HEAP",2
"5504","CELLOPHANE","TRESS",1
"5505","MAKESHIFT","VARMINT",1
"5506","SQUALL","DESOLATE",1
"5507","BOONE","ABRAHAM",1
"5508","BUM","SIDE AND",1
"5509","CODY","STOPCOCK",1
"5510","FOOLISH","YOU SOMETHING",1
"5511","NESTLE","KNOX",1
"5512","YEP","THOSE BUT",1
"5513","YOU SOMETHING","MIGRATE",1
"5514","CF","FRANC",1
"5515","CINCINNATI","ENQUIRER",1
"5516","MCMILLAN","WEFT",2
"5517","GENIAL","FEMALE BUT",1
"5518","FICHE","ETC THIS",1
"5519","RAPIDLY HALF","COURIER",1
"5520","BERET","KY AND",1
"5521","TREE WHICH","BIG ACTUALLY",1
"5522","BOLLOCKING","BOLLOCKING",1
"5523","ROW THEN","DOORKNOCKER",1
"5524","SHOWER WE","CABIN AND",1
"5525","OTHER SIDE","PIP",1
"5526","AGO ME","GINSENG",1
"5527","BACKWARDS TRYING","WAS AND",1
"5528","HILL BUT","US IF",1
"5529","HOME WE","MISSING ONLY",1
"5530","HOUSE HUNTING","HILL ACROSS",1
"5531","MINUTES THEN","NERVE TO",1
"5532","NERVE TO","HILL WE",1
"5533","RUN BUT","STOP WE",1
"5534","THROWN AT","BOUNCE OFF",1
"5535","TOP AND","THICKER BUT",1
"5536","TOSH","RUN BUT",1
"5537","UP WE","TOP AND",1
"5538","VIEW THERE","WAS THIS",1
"5539","SIGHTING EXPERIENCE","BLAINE",1
"5540","SPOT NO","TREES WHATEVER",1
"5541","FENCE LINE","WATERHOLE",1
"5542","SHUTTER","SHUTTER",1
"5543","MAIL BOX","WHITE BROWN",1
"5544","CUT THROUGH","CUT THROUGH",1
"5545","HECKLE","SUNUP",1
"5546","GRUFF","YEP",1
"5547","VICIOUS","GRUFF",1
"5548","BICEP","SLOTHS",1
"5549","ARMS PAWS","STOKE",1
"5550","DEMEANOR","ARMS PAWS",1
"5551","CAUCASIAN","MCMILLAN",1
"5552","YOUNG SIX","RONNIE",1
"5553","AC","RECTIFY",1
"5554","CAMPSITE WE","RETURN THIS",1
"5555","HARLAN","KENTUCKY WE",1
"5556","KENTUCKIAN","HARLAN",1
"5557","RETURN THIS","DAYBREAK WE",1
"5558","COKE","COLEY",1
"5559","POTTED","COKE",1
"5560","PASTOR MINISTER","RICKY",1
"5561","ANYTHING BUT","DARKER WE",1
"5562","BUST","UPI",1
"5563","CAME WHICH","SAW AND",1
"5564","FATSO","ARMED MY",1
"5565","FIGURED EVEN","SIZE THEY",1
"5566","HURRY NOT","SHAKEN THERE",1
"5567","PADDLED THIS","TIME ONCE",1
"5568","PADDLING IT","WALKING IT",1
"5569","SAW AND","PERITONEAL",1
"5570","THAT ANOTHER","CAME WHICH",1
"5571","UPI","FIGURED EVEN",1
"5572","WALKING IT","PADDLED THIS",1
"5573","BIDE","FLASHLIGHT THE",1
"5574","PITCHED SHORT","EMPHASIS IF",1
"5575","TOOT","UNEARTHLY HIGH",1
"5576","UNEARTHLY HIGH","PITCHED SHORT",1
"5577","US THE","WEIGHT INTO",1
"5578","WEIGHT INTO","SLAPPED",1
"5579","BODY STYLE","COVERT",1
"5580","LEGS LANKY","BODY STYLE",1
"5581","CLUBHOUSE","CONDOMINIUM",1
"5582","EGAD","MAMMOTH",1
"5583","FURTHEST","CLUBHOUSE",1
"5584","FT TALL","LBS THE",1
"5585","HANDGUN","GONE HOWEVER",1
"5586","IT THERE","FT BEHIND",1
"5587","LINGO","NO RAIN",1
"5588","NO RAIN","WEEKS THE",1
"5589","WEEKS THE","SOUGHT",1
"5590","HUMAN APE","DARKIE",1
"5591","THEM ONE","CHILDLIKE",1
"5592","EAVE","JEALOUSY",1
"5593","LAWRENCE BURG","ROWDY",1
"5594","SHREVEPORT","SCRATCHY",1
"5595","SARDINE","STAPLES",1
"5596","STAPLES","BAIT",1
"5597","SHANE THE","MEH",1
"5598","SPEAR","SOCKET",1
"5599","BLACK THING","SCALP",1
"5600","BAMBOO","THICKET MOTIONLESS",1
"5601","THICKET MOTIONLESS","EXPRESSIONIST",1
"5602","MUGGY","BOOKER",1
"5603","JARRED","HORSESHOE",1
"5604","ENDEAVOR","GATORS MOSTLY",1
"5605","FROGGING CATCHING","BULLFROG",1
"5606","GATORS MOSTLY","SPECTATE",1
"5607","MIDDLE FORK","SAATCHI",1
"5608","RUMBLE","SKINNED",1
"5609","EAR SAND","NECK IT",1
"5610","LEGIT","POUNDS MORE",1
"5611","LESS ITS","ROUND VERY",1
"5612","POUNDS MORE","LESS ITS",1
"5613","ROUND VERY","EAR SAND",1
"5614","KG","LC",1
"5615","KOESTLER","PATRICIA",1
"5616","PATRICIA","NORMAND",1
"5617","ESTER","POPULATE DWELL",1
"5618","POPULATE DWELL","RAFT",1
"5619","AGAIN ABOUT","DOG THIS",1
"5620","BRUSH THE","STRAIGHTFORWARD",1
"5621","DENSE LOTS","THORNS WHERE",1
"5622","GOOF","OFF ON",1
"5623","HAIR THE","BRUSH THE",1
"5624","LAUGHINGSTOCK","ROW WE",1
"5625","REDDEN","HAIR THE",1
"5626","CUTTER","HOLDER",1
"5627","HOLDER","WHITS TINE",1
"5628","KIDDER","CUTTER",1
"5629","YAMMER","QUO",1
"5630","ELONGATE","HEAD SLIGHTLY",1
"5631","OBESITY","COMFORTABLY",1
"5632","OVERSIZE","SLOE",1
"5633","SYNOPSIS","MERGE",1
"5634","BIGHORN","GRIZZLE",1
"5635","SPECIMEN","OBESE",1
"5636","CODY MAYBE","HALFWAY AND",1
"5637","JUNE DEPENDING","GAIT",1
"5638","SUMMER PROBABLY","JUNE DEPENDING",1
"5639","DROWSE","LEGS SOMETHING",1
"5640","GREY LING","ARCTIC",1
"5641","CHILD ABOUT","KIDS MOSTLY",1
"5642","ALIGHT","ALIGHT",1
"5643","DEADEN","PETROLEUM",1
"5644","FAR OFF","SUCH WE",1
"5645","FIVE TOED","THREE TOED",1
"5646","THREE TOED","FAR OFF",1
"5647","BACKSEAT","UNLOVING",1
"5648","BURN TIT","FIRE IT",1
"5649","CLAMBER","HEARD WE",1
"5650","HIE","BURN TIT",1
"5651","JONATHON","JACOB",1
"5652","MOMENT HE","MAGNIFY",1
"5653","WHIMPER","FRIENDLIES",1
"5654","WHOOPING MOANING","RECOGNIZABLE",1
"5655","ANCHOR ED","UPSTREAM",1
"5656","BACKHAND","DAY HIKERS",1
"5657","MINI MEADOW","ANCHOR ED",1
"5658","CYNIC","FORMED",1
"5659","STATIC","UPLOAD",1
"5660","UPLOAD","PRESCOTT",1
"5661","BACK LIGHTING","LOW BEAM",1
"5662","COUNTRYSIDE","MIDDLEMOST",1
"5663","HOHENLOHE","ATLANTIC",1
"5664","FLOODLIT","SHED BARN",1
"5665","SHED BARN","WATT",1
"5666","COBRA","CHATTAHOOCHEE",1
"5667","GRAMMAR","SUBMISSION",1
"5668","INSERTIONS","BRACKET",1
"5669","PREFATORY","GRAMMAR",1
"5670","REREAD","PREFATORY",1
"5671","MYSELF AFTER","TRAIL EVEN",1
"5672","NOOK","YARD WE",1
"5673","BONK","BROUGHAM",1
"5674","HOLT","TUSCALOOSA",1
"5675","DANGLE","TATTER",1
"5676","SAL","MISPLACE",1
"5677","SHINY BLACK","SPEEDUP",1
"5678","COMBO","HOWL SCREAM",1
"5679","DISMAY","RIPPLE",1
"5680","ALA","POPULATED",1
"5681","BALCONY","STUFFY",1
"5682","EXPLOSIVE","DIARRHEA",1
"5683","EYE AFTER","RE FOCUSING",1
"5684","POSITION THEN","BARK THIS",1
"5685","RE VERIFYING","DOCILE",1
"5686","SKIN THE","LIGHTER THE",1
"5687","PERSIMMON","CST",1
"5688","CULTIVATE","YEARS THAT",1
"5689","GIN","WASTE IT",1
"5690","LAGOON","CULTIVATE",1
"5691","POND THIS","LAGOON",1
"5692","YEARS THAT","END AT",1
"5693","CREEK BANK","CLAIR",1
"5694","REPLICATE","REPLICATE",1
"5695","MOODY","AL WHEN",1
"5696","PRES COT","MOODY",1
"5697","ANTHROPOLOGY","FORENSIC",1
"5698","MANURE ROUND","BALL SHAPED",1
"5699","BIPEDAL","FOUR LEGGED",1
"5700","BK","DOA",1
"5701","DOWN AT","BOATHOUSE",1
"5702","GIG","DOWN AT",1
"5703","FOREST HARDWOOD","FOREST OPEN",1
"5704","AERIAL","GUNNERY",1
"5705","SOLIS","ANDREA",1
"5706","STAGE FIELD","TABERNACLE",1
"5707","TABERNACLE","AERIAL",1
"5708","CULLEN","VINCE",1
"5709","STASH","COINCIDE",1
"5710","GREENFIELD","POWERPOINT",1
"5711","LEFT HEADING","PINES THEN",1
"5712","NOTHING THE","ODOR KIND",1
"5713","ODOR KIND","DEER ONLY",1
"5714","PERSON THEN","AGAIN THIS",1
"5715","PINIEST","LEFT HEADING",1
"5716","RESPONSE IT","WHOOP FOLLOWED",1
"5717","SHOT IT","IMP",1
"5718","COLLEEN","EXPERIENCE THROUGHOUT",1
"5719","CREEKS LOOKING","STARS SITTING",1
"5720","FLARE","DASHBOARD",1
"5721","SIDE FROM","TREE NEVER",1
"5722","TREE NEVER","APPROACHED NEVER",1
"5723","BARONET","BROWSE",1
"5724","BROWSE","HOPEFUL",1
"5725","GROWER","NOTORIOUS",1
"5726","FLOORBOARD","BACKSEAT",1
"5727","BEFRIEND","JESSE",1
"5728","JESSE","OWEN",1
"5729","HOOTING DEEP","THROAT ED",1
"5730","VEHEMENT","BRUSH THRASHING",1
"5731","WHEREUPON","NEXT DOOR",1
"5732","DORA DO","AR",1
"5733","AR","SPRING DALE",1
"5734","BANK WE","CREEK AND",1
"5735","BIG LEGS","MASSIVE THAT",1
"5736","COMING HOW","SEE NIT",1
"5737","CREEK BUT","MINUTE SAND",1
"5738","ETHER","HEAD THE",1
"5739","HIM AND","SERIOUS HE",1
"5740","HURT JUST","SCARED THE",1
"5741","JOIST","UP NOW",1
"5742","JUMP FOR","SECONDHAND",1
"5743","LEGS THE","MASSIVE COULD",1
"5744","ODOR OR","THAT FOR",1
"5745","POSTURE THE","ASTRONOMICAL THE",1
"5746","RIGHT PRIVATE","EM",1
"5747","SCARED THE","SETTING AND",1
"5748","SEE NIT","TALL YOU",1
"5749","SOLEMN","SERIOUS BUT",1
"5750","STRONG BECAUSE","FINGERTIP",1
"5751","THIN GIT","BIG LEGS",1
