"","V1","V2"
"11202","LAYETTE",5
"11203","QUIET NEVER",1
"11204","VIRGINIA THE",1
"11205","WEBSITE BUT",1
"11206","WEIRD BUT",1
"11207","WINTER AND",1
"11208","FAZED",1
"11209","SIX VOLT",1
"11210","TWO CELL",1
"11211","WAGGING",1
"11212","WELLS BURG",1
"11213","COARSE LOOKING",1
"11214","DUCT",1
"11215","MYELITIS",1
"11216","SOMALI",1
"11217","SELF EMPLOYED",1
"11218","TARTY",1
"11219","DIAMONDBACK",1
"11220","EVANS TON",7
"11221","FOREMAN",5
"11222","SEISMOGRAPHIC",1
"11223","THEM SELF",1
"11224","DAMPEN",1
"11225","LIGHT POST",1
"11226","LIGHT POSTS",1
"11227","LYMAN",1
"11228","WINERY",1
"11229","ELLINGTON",1
"11230","PHILIPPIC",1
"11231","DWAYNE",6
"11232","JELLY",3
"11233","BALL BAT",1
"11234","SLIM",2
"11235","SLOBBER",1
"11236","EXPECT ITS",1
"11237","HUNTER HAVE",1
"11238","LEAVE SAND",1
"11239","LIFE NOW",1
"11240","LOOKING ABOUT",1
"11241","MOSTLY THEN",1
"11242","RIFLE MY",1
"11243","SCOPE AFTER",1
"11244","VISUALLY IT",1
"11245","WOOD SITS",1
"11246","WW",3
"11247","RE NICK",1
"11248","CRADLE",1
"11249","RICHMOND",3
"11250","QUIN WOOD",1
"11251","KANDAHAR",1
"11252","MINING LOGGING",2
"11253","AFTER DARK",1
"11254","CLOY",1
"11255","HOMICIDE",1
"11256","FIFTEEN TWENTY",1
"11257","AUSTRALASIAN",1
"11258","CANTEEN",4
"11259","CONSEQUENT",1
"11260","FANCIFUL",2
"11261","GIBBER",1
"11262","MOUTH HIS",1
"11263","OUT THEY",1
"11264","RECURRED",2
"11265","UKRAINE",1
"11266","UKRAINIAN",2
"11267","FIBBING",1
"11268","OUTFITTING",1
"11269","SLINGSHOT",1
"11270","CENTERPIECE",1
"11271","CONE SHAPES",1
"11272","DOWN SLOPE",4
"11273","NOTORIOUS",4
"11274","OUTFITTER",5
"11275","SCOFFLAW",1
"11276","STELLAR",1
"11277","SUB ALPINE",3
"11278","THEY'RE",5
"11279","YELLOW STONES",1
"11280","YAMMER",2
"11281","BOTTOM HE",1
"11282","NIGHT YOU",1
"11283","CLAMMY",1
"11284","CROW HEART",1
"11285","FLOP",1
"11286","SCANTY",1
"11287","DARK ALMOST",1
"11288","LARAMIE",1
"11289","BOD CAW",1
"11290","GROUND AND",1
"11291","KNOWN AS",2
"11292","SNORING HE",1
"11293","OBSERVANT",2
"11294","BLUFF TON",1
"11295","BRONCO",8
"11296","GOUACHE",1
"11297","COUPLE SAT",1
"11298","MINUTES MY",1
"11299","PALETTE",2
"11300","DONAHUE",2
"11301","FOUR FOOT",1
"11302","HONORABLY",1
"11303","MALPLAQUET",1
"11304","PAPERBOY",1
"11305","COMPLEMENT",1
"11306","DALE",2
"11307","DIRT BIKES",1
"11308","GLOOMY",1
"11309","SAILOR",1
"11310","CLUBHOUSE",2
"11311","SNOW PANTS",1
"11312","TRAIL TO",1
"11313","WINTER TEMPS",1
"11314","AUTHENTIC",4
"11315","BALLET",1
"11316","PAELLA",1
"11317","DROWSE",2
"11318","EARL HAM",1
"11319","IOWAN",1
"11320","SKINNY LANKY",1
"11321","CINDER",3
"11322","AREA THAT",1
"11323","ARGYLE",2
"11324","GLUIEST",1
"11325","GUESSING MAYBE",1
"11326","IA",7
"11327","IT ALTHOUGH",1
"11328","LOUDMOUTH",2
"11329","MONT ROSE",3
"11330","POMERANIAN",1
"11331","PRIMROSE",1
"11332","RIVER LIKE",1
"11333","SHIMMED",1
"11334","TYPICALITY",1
"11335","UP HIKING",1
"11336","FACE MASK",1
"11337","MULTIPLY",1
"11338","ANYTHING BUT",3
"11339","BIGFOOT THE",2
"11340","CONTRARY ABOUT",1
"11341","DEER BEARS",1
"11342","IN AFTER",1
"11343","JEREMIAH",1
"11344","MAINE",1
"11345","MINUTES OUT",1
"11346","MOOSE HONESTLY",1
"11347","NECKS IMAGINE",1
"11348","PANTECHNICON",1
"11349","PLAYED FROM",1
"11350","SCREAM THE",1
"11351","SHOT RABID",1
"11352","SITUATION WE",1
"11353","SLAUGHTERED WOUNDED",1
"11354","THIS ONLY",1
"11355","VERIFY IT",1
"11356","WAS BETWEEN",1
"11357","WILDS THIS",1
"11358","WOODS WHAT",1
"11359","WOODS WOLVES",1
"11360","WHOP WHOP",1
"11361","CAPTIVATE",1
"11362","MCCALL",2
"11363","PRIG",2
"11364","WORTHLESS",3
"11365","YELLOW PINE",1
"11366","ARMREST",1
"11367","BALCONY",5
"11368","OLD WHILE",1
"11369","SAID WELL",1
"11370","STRIPE",2
"11371","WHITE TAN",1
"11372","ALCOHOLICALLY",1
"11373","CORONA",2
"11374","SLAB",2
"11375","BRUCE",2
"11376","ELK",3
"11377","MELD RUM",3
"11378","PLOWMAN",2
"11379","REMONSTRATE",1
"11380","DEADWOOD",3
"11381","CRANK",1
"11382","DIFFUSE",2
"11383","NUANCE",2
"11384","LANSING",1
"11385","OVERLAID",1
"11386","DONALD",1
"11387","DOYENNE",1
"11388","GLENDA",1
"11389","SISTINE",1
"11390","LAKEFRONT",1
"11391","SLOSH",4
"11392","BOW SEASON",1
"11393","FARM WHICH",1
"11394","NON CONFINED",1
"11395","UP WHICH",1
"11396","HIGHHANDED",1
"11397","HOMELIKE",2
"11398","ADMAN",1
"11399","ASKED SO",1
"11400","CAT CHIT",1
"11401","CHARLIE",4
"11402","CREATURE WE",1
"11403","DOING WE",1
"11404","DRAG LINE",1
"11405","FROG",1
"11406","GREATHEARTED",2
"11407","HUNTER FOR",1
"11408","IDLE WILD",1
"11409","KW AFTER",1
"11410","NEVER SEEN",1
"11411","OUTSIDE FISHING",1
"11412","PARK WE",2
"11413","PIT THEN",1
"11414","RIVER WHATS",1
"11415","SIGHT THERE",1
"11416","SIGHTINGS OF",1
"11417","YEAR THE",1
"11418","AWAY DECIDED",1
"11419","FT AWAY",1
"11420","IN SNOW",1
"11421","LEFT ABOUT",1
"11422","NAUSEOUS",1
"11423","OAF LOOKING",1
"11424","CRY WAIL",1
"11425","HIGH BEAM",1
"11426","DECATUR",3
"11427","NUTHATCH",1
"11428","PLUG",3
"11429","DEER COYOTE",1
"11430","VILLEINAGE",1
"11431","AS BURY",3
"11432","BACK LIGHT",2
"11433","MYLES",1
"11434","CAMPING IN",1
"11435","VOLGA",1
"11436","PRODUCIBLE",1
"11437","ALBERTA",1
"11438","ANDERSEN",3
"11439","BIG NOSED",1
"11440","BLACKFACE",1
"11441","CHEWED UP",1
"11442","CLOSE KNIT",1
"11443","DAVENPORT",1
"11444","DELUGE",2
"11445","DO DRILL",7
"11446","EIGHTEENTHS",1
"11447","FERTILE",3
"11448","FORTNIGHT",1
"11449","HAIRY HEADED",1
"11450","HUMBOLDT",19
"11451","HUNCHBACK",2
"11452","JENNINGS",3
"11453","KLAUS",1
"11454","KOSSUTH",1
"11455","LIVER MORE",1
"11456","MARILYN",1
"11457","NAMELESS",1
"11458","NEWEL",7
"11459","ONE BLOCK",1
"11460","OTTO SEN",9
"11461","OTTO SENS",1
"11462","PEOPLE FARMERS",1
"11463","POSTMASTER",1
"11464","PUBLICIZE",1
"11465","RAH",2
"11466","THREE HANDS",1
"11467","TOWNSPEOPLE",1
"11468","TWO HANDS",1
"11469","UP TOWN",2
"11470","DEMUR",1
"11471","GOTH",1
"11472","STARRED",4
"11473","FARMYARD",1
"11474","GLORIA",1
"11475","LIABLE",2
"11476","LOCK RIDGE",2
"11477","OLSON",2
"11478","SENTINEL",2
"11479","TARRY",1
"11480","MAC BRIDE",1
"11481","APE HUMAN",1
"11482","CORNFIELD WOODED",1
"11483","LEFT SOUTH",1
"11484","DARLENE",4
"11485","KELLOGG",2
"11486","LATE SUMMER",2
"11487","PSYCH",2
"11488","UNSAFE TEENAGER",1
"11489","VISTA",9
"11490","YAMAHA",1
"11491","HERMAN",2
"11492","MALADY",2
"11493","REX BURG",1
"11494","AA",5
"11495","BREAKAWAY",3
"11496","COLLOCATE",1
"11497","DIODE",1
"11498","ENERGIZE",2
"11499","FLINT",7
"11500","MELD RUMS",1
"11501","NOTICEABLY",2
"11502","STUPEFY",1
"11503","DDING",2
"11504","DECRIMINALIZATION",1
"11505","FOOTPRINTS THEY",1
"11506","LOUIE",6
"11507","MOLOCH",1
"11508","OUT WITHOUT",1
"11509","THERE NOW",1
"11510","TRACKS VERY",1
"11511","BROADER BUT",1
"11512","FAT KINDA",1
"11513","LANKY",3
"11514","RIFLE SCOPE",1
"11515","SHALE COVERED",1
"11516","WOODWORK",1
"11517","MAR LATTE",1
"11518","SHAMBLE",2
"11519","THEREFOR",2
"11520","BONNER",1
"11521","HAYDEN",2
"11522","ILLITERATE",1
"11523","POND SITE",1
"11524","SHAKEN",1
"11525","MCCAIN",1
"11526","OBEDIENT",1
"11527","PENNY",2
"11528","PERCEPTIVE",1
"11529","KIMBERLY",1
"11530","MAELSTROM",1
"11531","TRENCHERMAN",1
"11532","CONTINENTAL",4
"11533","DREARY",1
"11534","MEDICINE LODGE",1
"11535","WARDER",1
"11536","MALLARD",1
"11537","ROAD LESS",1
"11538","ON NOT",1
"11539","GUSTY",2
"11540","SHAKEN ED",3
"11541","TWO FOOTED",1
"11542","BONE CHILLING",1
"11543","BROTHER HAD",1
"11544","CONVERSANT",1
"11545","INDIVIDUALS ONE",1
"11546","GRASS GRAVELED",1
"11547","PLUMMET",1
"11548","SILVERY",1
"11549","CASEY",5
"11550","DARREL",1
"11551","FERN AN",1
"11552","RELATIONAL",1
"11553","ACROSS HE",1
"11554","ACTIONS WAS",1
"11555","AGE UNTIL",1
"11556","AREA SHE",1
"11557","BRUSH MY",1
"11558","BUILT MUCH",1
"11559","CHIMPANZEE ONLY",1
"11560","CHIMPANZEE SITS",1
"11561","CIRCUS WHAT",1
"11562","CLEAR WARM",1
"11563","COFFIN",1
"11564","CRUD",1
"11565","DADO",1
"11566","DIRECTION NEITHER",1
"11567","ELK HE",1
"11568","ELK SOMETIMES",1
"11569","ENOUGH MY",1
"11570","FALL HE",1
"11571","FEELING BECAUSE",1
"11572","GASKET",1
"11573","HAND COULD",1
"11574","HAPPENED THIS",1
"11575","HER THAT",1
"11576","IDAHO FROM",1
"11577","IDAHOES",1
"11578","IT THIS",2
"11579","LENGTH AT",1
"11580","ME LOOKED",1
"11581","MONKEY WE",1
"11582","MORNING APPROXIMATELY",1
"11583","MORNING THE",1
"11584","MOSCOW",3
"11585","MUSCULARITY",1
"11586","OFF HE",2
"11587","PAPERY",1
"11588","PROCESS THE",1
"11589","SAME ONLY",1
"11590","SCREENWRITER",1
"11591","SHAKES ROOFING",1
"11592","SHINGLE SON",1
"11593","SHORTCHANGE",1
"11594","SITE HE",2
"11595","SITE MY",1
"11596","SIZE ONLY",1
"11597","SLOPE WHICH",1
"11598","SNAG HE",1
"11599","SNAG IT",1
"11600","STOOD IT",1
"11601","STUMP AGE",1
"11602","TEACHER SHE",1
"11603","TIME HE",2
"11604","TO WOULD",1
"11605","TREASON",1
"11606","TREE BECAUSE",1
"11607","TREE HE",1
"11608","TREE HOPEFULLY",1
"11609","TROY",5
"11610","UNIVERSITY SO",1
"11611","WITH NO",1
"11612","COMMENTARY",2
"11613","ENTIRETY",2
"11614","LATH",1
"11615","PROMONTORY",3
"11616","FEET",2
"11617","GRAIL",2
"11618","LANDFILL",4
"11619","LAWN CHAIR",1
"11620","FRASER",1
"11621","ATTENTIONS",2
"11622","SEAWAY",1
"11623","SWIMMER",2
"11624","TALL WHEN",1
"11625","WILLOW CREEK",1
"11626","BLABBING",2
"11627","HAROLD",2
"11628","PEW",3
"11629","SCHLESINGER",1
"11630","STEVE DALE",1
"11631","AIRSTRIP",2
"11632","SCREAMS THAT",1
"11633","AGO HE",1
"11634","ALL HE",1
"11635","APPROX INCH",1
"11636","AREA HE",1
"11637","BYE",1
"11638","DAD HE",2
"11639","DIATRIBE",1
"11640","ELK MY",1
"11641","EYE HE",1
"11642","GONE HE",1
"11643","HAIR SHORTER",1
"11644","HAPPENED HE",1
"11645","HEAD LONG",2
"11646","HUNTING DIRT",1
"11647","INCLINE BY",1
"11648","LOOKING NO",1
"11649","NECK HEAD",1
"11650","NOISE HE",1
"11651","OUTHIT",2
"11652","SCOPE HE",1
"11653","SHOULDERS DOMED",1
"11654","TALL THE",1
"11655","THING HE",1
"11656","TOOK MY",1
"11657","TOUCHING IT",1
"11658","WETBACK",1
"11659","BOLT UPRIGHT",1
"11660","EYES COLOR",1
"11661","FOGGY AREA",1
"11662","NIGHT WEATHER",1
"11663","RAN WITHIN",1
"11664","RELATE AUTUMN",1
"11665","DACHSHUND",3
"11666","GALES BURG",3
"11667","KNOX",4
"11668","MONMOUTH",1
"11669","TRICYCLE",1
"11670","EXPLAINED OR",1
"11671","ILLINOISAN",1
"11672","MA YEARLY",1
"11673","STENCH THERE",1
"11674","VERMILION",2
"11675","DEVIATE",2
"11676","BANDAGE",1
"11677","FULL TILT",1
"11678","SOGGY",1
"11679","HORSE PER",1
"11680","ME NEVER",1
"11681","FUNNY SCARED",1
"11682","LORENZO",1
"11683","BULLOCK",4
"11684","CARHOP",1
"11685","CHITTERLINGS",1
"11686","FRANKFORT",2
"11687","ABUTTED",1
"11688","AMISH",2
"11689","CRAWLSPACE",4
"11690","DIRECTION LOCATION",1
"11691","QUIZZICAL",1
"11692","WILLIAMSON",15
"11693","BLOG",1
"11694","CANDLEPOWER",2
"11695","CHARGER",3
"11696","EGYPT",1
"11697","BREAKOUT",1
"11698","EVER SINCE",1
"11699","MONTPELIER",1
"11700","SPEED WALK",1
"11701","CAMPED HIKED",1
"11702","JETTED",2
"11703","THERE ALL",1
"11704","SAW BIG",1
"11705","YEA HIT",1
"11706","FORENSIC",2
"11707","INSTANTANEOUSLY ABOUT",1
"11708","MULLEIN",2
"11709","TESSIE",1
"11710","WALTZ",1
"11711","WEBSITE WE",1
"11712","BONN",2
"11713","CENTER FORK",1
"11714","HAYRIDE",2
"11715","TWENTY FORTY",1
"11716","LARGE TOO",1
"11717","MONTANAN",1
"11718","TRAIL RAVINE",1
"11719","ENCHILADA",1
"11720","MOLASSES",1
"11721","OCKER",1
"11722","ROAD BANK",1
"11723","STANDPOINT",1
"11724","LR",1
"11725","TUGGED",1
"11726","FREE PORT",1
"11727","PL",3
"11728","CHUMASH",2
"11729","HEREABOUT",1
"11730","INCHES REDDISH",1
"11731","ME ALMOST",1
"11732","PLAYER IT",1
"11733","QUARRY ABOUT",1
"11734","QUARRY THE",1
"11735","BOGGLE",1
"11736","CELLAR",2
"11737","IRRATIONAL",3
"11738","PRO FUSE",1
"11739","CORSICA",1
"11740","INGEST",1
"11741","KARINA",1
"11742","POPE",3
"11743","SPARROW",1
"11744","STRIP MINE",1
"11745","EX POLICE",1
"11746","FULL BLOODED",1
"11747","EXPECT IT",1
"11748","FOOTPRINT SIT",1
"11749","HEAD ANIMALS",1
"11750","KHAKI",2
"11751","LAYABOUT",1
"11752","MAUSER",1
"11753","THERETOFORE",1
"11754","WINDED",4
"11755","COALMINE",1
"11756","DEER STAND",5
"11757","PREPPED",1
"11758","SASSAFRAS",1
"11759","TOKE",1
"11760","HERE THERE",2
"11761","ACRYLIC",1
"11762","ASSOCIATIONS",1
"11763","BEEBE",2
"11764","BUCK HART",3
"11765","CORNSTALK",3
"11766","EARTHWORM",1
"11767","HASTEN",2
"11768","INCORPORATED",2
"11769","MECHANICS BURG",1
"11770","OVERFLOW",5
"11771","PROVEN",1
"11772","RECONNOITER",2
"11773","SAMOAN",7
"11774","SNICKER",1
"11775","SOBER",3
"11776","BASER",1
"11777","CIRCA",2
"11778","ENCOURAGEMENT",1
"11779","SHROUD",1
"11780","HOMINOID",1
"11781","MINIBIKE",5
"11782","RIVER TON",1
"11783","CUDDLY",1
"11784","DECAPITATE",1
"11785","GRANTSMANSHIP",1
"11786","GUILLOTINE",1
"11787","LARGE FOOTED",1
"11788","LEASH FREE",1
"11789","MATURITY",1
"11790","MUNCH",4
"11791","NECTARINE",1
"11792","GLEN ARM",2
"11793","BARKING IN",1
"11794","CHAT HAM",3
"11795","HEADSET",1
"11796","LONG TERM",1
"11797","LULU",3
"11798","SINUS",1
"11799","WHOSO",2
"11800","WALK THROUGH",1
"11801","LL CC",1
"11802","COURTNEY",12
"11803","PROTECTOR",3
"11804","SNEAKILY",1
"11805","HUFF GROWL",1
"11806","SOMEONE WHO",1
"11807","BENT IT",1
"11808","PEORIA",2
"11809","RIVER IT",2
"11810","FARM DALE",1
"11811","NON HUNTING",1
"11812","ALGONQUIN",2
"11813","BEEN BUT",2
"11814","BIGFOOT THEN",1
"11815","CHIVE",1
"11816","THERE WHERE",1
"11817","THOUGHT THAT",1
"11818","MCNAUGHTON",1
"11819","SPAR LAND",1
"11820","SYCAMORE",3
"11821","AIR CONDITIONING",1
"11822","AIRMAN",1
"11823","BRASS",2
"11824","CONGRESSMAN",1
"11825","EM BRASS",2
"11826","GRASS MAN",1
"11827","OZ",2
"11828","SHIITE",1
"11829","VIENNESE",2
"11830","WABASH",2
"11831","WIZARD",1
"11832","MITSUBISHI",2
"11833","EYES LIKE",1
"11834","HOUR STAYED",1
"11835","INSOMNIAC",1
"11836","WONDROUS",1
"11837","COUPERIN",2
"11838","GILLESPIE",1
"11839","MAIM",2
"11840","SWEETHEART",1
"11841","YELLED SCREAMED",1
"11842","FURRED",1
"11843","FLEA",1
"11844","EURO SPORT",1
"11845","BURGUNDY",1
"11846","OMNIVORE",1
"11847","VEGETARIAN",2
"11848","HUMANIZE",1
"11849","MUSTY ODORED",1
"11850","BARNUM",1
"11851","CAHOKIA",1
"11852","CLEARANCE",5
"11853","EDWARDIAN",1
"11854","MINK",1
"11855","PAIL",1
"11856","TELETYPE",2
"11857","TALL AT",1
"11858","WEED EATER",1
"11859","GEOFFREY",1
"11860","VIKING",2
"11861","SCOTT TROY",2
"11862","TWO THREE",2
"11863","KIELBASI",1
"11864","MAS SAC",2
"11865","SAVVY",1
"11866","BOT ANY",1
"11867","BOTTOMLESS",1
"11868","MEGAPIXEL",1
"11869","RADIAL",1
"11870","SHOOTOUT",1
"11871","MA COMB",1
"11872","MCPHERSON",3
"11873","FEET TALL",1
"11874","AREA CONTACT",1
"11875","CONCUR",2
"11876","CLAPBOARD",1
"11877","CUBA",2
"11878","EMT",1
"11879","NIGHT PREDAWN",1
"11880","YEAH YOU",1
"11881","NEUROLOGIST",1
"11882","PEABODY",1
"11883","VICTORIA",1
"11884","AROSE",1
"11885","ASSERTION",1
"11886","ASSURED",2
"11887","BIPEDAL ISM",1
"11888","CANTERED",1
"11889","CARICATURE",1
"11890","CHRISTEN",1
"11891","CNN",1
"11892","COMEDIC",1
"11893","DELVE",1
"11894","DISCOVERED",2
"11895","DONNED",3
"11896","EDUCATED",1
"11897","ELONGATED AND",1
"11898","ENDEAVOR",2
"11899","ENDURANCE",3
"11900","FIFTY SIX",1
"11901","FLAIL",1
"11902","FLIPPANT",1
"11903","HANKER",1
"11904","HASN'T",2
"11905","HENSLEY",3
"11906","HOMO",2
"11907","IMMERSE",2
"11908","LIMOUSINE",1
"11909","LOUISIANAN",1
"11910","NAIVETE",1
"11911","NECESSITATE",1
"11912","NIGHTSHADE",1
"11913","NINETY NINE",1
"11914","NOVA",3
"11915","ONE LIVING",1
"11916","OR LESS",1
"11917","OUTDISTANCE",1
"11918","PHILANTHROPIST",1
"11919","PREDECESSOR",1
"11920","PREEMINENT",1
"11921","PRO CLAIMED",1
"11922","QUADRUPLE",1
"11923","RAPT",1
"11924","REDOLENT",1
"11925","SAPIENS",1
"11926","SCIENTIST SOMETHING",1
"11927","SITCOM",1
"11928","SPIN OFF",1
"11929","STIPULATE",2
"11930","STRAIGHTFORWARD",3
"11931","STUPID AND",1
"11932","UP LIFTED",2
"11933","YANKEE",3
"11934","SCREAMING WE",1
"11935","SHEILA",1
"11936","HARDIN",1
"11937","CREEK DITCH",1
"11938","GOOD WINE",1
"11939","BULLDOG",2
"11940","MASTIFF",1
"11941","BUZZARD",1
"11942","COMM",2
"11943","KINK AID",1
"11944","SHOT PUTTER",1
"11945","SOUTHWESTERN",4
"11946","CARBON DALE",2
"11947","COEXIST",2
"11948","DOG TO",1
"11949","GO INTO",1
"11950","PITHEAD",1
"11951","PROLIFIC",1
"11952","TRUE THE",1
"11953","ANDAMAN",1
"11954","FOLLOWED WATCHED",1
"11955","LI",2
"11956","MONTHS",1
"11957","SIDESTEP",1
"11958","SIDESTEPPED",1
"11959","THUMBTACK",3
"11960","WOOD KNOCK",3
"11961","MINNOW",2
"11962","PINNED",4
"11963","RUBY",1
"11964","ROTOTILLER",1
"11965","SHILOH",1
"11966","ATTACHED",2
"11967","GARAGE GIVING",1
"11968","KNOW JUST",1
"11969","AREA TOWN",1
"11970","FRAT",2
"11971","GEESE GOOSE",1
"11972","MANTEGNA",1
"11973","PARALYSES",1
"11974","COLOGNE",1
"11975","BEFORE ONCE",1
"11976","CAITLIN",2
"11977","DECEASED FROM",1
"11978","FOLKS SO",1
"11979","LAND WHO",1
"11980","RABBIT GRANDPARENTS",1
"11981","ROAD STARVE",1
"11982","UR",4
"11983","DUPONT",4
"11984","SEMI FAST",1
"11985","BOTTOM LANDS",1
"11986","EFFIGY",2
"11987","NAUTICAL",1
"11988","FENCE THE",1
"11989","MORRISON",1
"11990","CHANDLER",1
"11991","AFTERNOON THIS",1
"11992","TEXTING",3
"11993","ME THEY",1
"11994","INTERLINK",1
"11995","DERMOT",1
"11996","INTERCONNECT",1
"11997","JULIET",1
"11998","TREELIKE",1
"11999","COPPERTONE",1
"12000","MID TRAFFIC",1
"12001","REDHEAD",1
"12002","TRACK WAY",1
"12003","LOCK PORT",1
"12004","OR LAND",1
"12005","VERSA MY",1
"12006","GORILLA TYPE",1
"12007","OFF GUARD",1
"12008","WILDFIRE",1
"12009","LAGRANGE",2
"12010","PROSTHETIC",1
"12011","ALHAMBRA",1
"12012","LAPPING",1
"12013","LUNCHTIME",1
"12014","AFTER THEN",1
"12015","HAND ARM",1
"12016","WEST EAST",1
"12017","BRUSH WE",1
"12018","FOOT BUT",1
"12019","INLET WE",1
"12020","KNOW ITS",1
"12021","LONG MAYBE",3
"12022","NERD",1
"12023","ORANGUTAN EXCEPT",1
"12024","PACE IT",1
"12025","REDDER",1
"12026","RU CUSS",1
"12027","TALLER MY",1
"12028","ALGEBRA",1
"12029","CORRALLING",1
"12030","LINT",2
"12031","SNOWSUIT",1
"12032","CHOOSY",1
"12033","DISCUS",1
"12034","PUFFY",1
"12035","WOODS THIS",1
"12036","DIMENSIONAL",1
"12037","BOWLINE",2
"12038","ENOCH",1
"12039","TERR",1
"12040","CAMPFIRE WE",1
"12041","KITTY",4
"12042","EM BRACING",1
"12043","RHYME",1
"12044","BROOD",2
"12045","DONNIE",4
"12046","VENTILATE",1
"12047","TRIANGULATE",2
"12048","WELL EDUCATED",2
"12049","OFFHAND",1
"12050","DISABLE",1
"12051","KY",28
"12052","PAULI",1
"12053","SILO AM",2
"12054","KIDNEY",3
"12055","DELETE",1
"12056","HUNDRED FIFTY",1
"12057","LARVA",1
"12058","MISHANDLE",1
"12059","MOLLUSK",2
"12060","NECTAR",1
"12061","NUTRITION",1
"12062","THREE WHEELER",1
"12063","HORSE WEED",1
"12064","SHRIEKED HOWLED",1
"12065","DEEP LOUD",1
"12066","PUTNAM",3
"12067","HUSBAND THEN",1
"12068","MACKINAC",1
"12069","TIPPECANOE",1
"12070","BLOOMING TON",3
"12071","CHECKOUT",2
"12072","HOOSIER",2
"12073","LEVER ACTION",1
"12074","MEALY",1
"12075","QUALM",1
"12076","RESIDENCE OF",1
"12077","SLOG",1
"12078","TELESCOPIC",1
"12079","THEREABOUT",2
"12080","CHESS",2
"12081","ROCKEFELLER",1
"12082","TERRA",1
"12083","MOAN HOWL",1
"12084","BEAR MONKEY",1
"12085","BLACKNESS AND",1
"12086","COMMANDEER",1
"12087","FTP",1
"12088","RABBIT THE",1
"12089","RE CURVE",1
"12090","AUGER",5
"12091","WAVEBAND",1
"12092","CREEK THERE",1
"12093","FRONT THIS",1
"12094","HOME THE",1
"12095","LEATHER WOOD",2
"12096","OCTOBER MY",1
"12097","PARK AFTER",1
"12098","SWEETBRIER",1
"12099","UP MY",1
"12100","UPRIGHT IT",1
"12101","FORSAKE",1
"12102","KINGS BURY",2
"12103","ORDINANCE",1
"12104","DRIVE YARD",1
"12105","HASH",1
"12106","HUMBLE",3
"12107","INDY",1
"12108","SALMONELLA",1
"12109","GOTHIC",1
"12110","HOOSEGOW",1
"12111","MISDEAL",1
"12112","RIGHT HEADING",1
"12113","SAW SOMEONE",1
"12114","THING AFTER",1
"12115","THOUGHT WE",1
"12116","DAY PACK",1
"12117","LITHE",1
"12118","BERTHS",1
"12119","DISPLEASURE",1
"12120","ENSUE",2
"12121","SEASONS TIME",1
"12122","COLLAPSIBLE",1
"12123","HALLOWEEN WITH",1
"12124","HUNT AND",1
"12125","INDIANAPOLIS",3
"12126","DOWN RIGHT",1
"12127","MM MM",1
"12128","CREATURE BEING",1
"12129","WOE",1
"12130","WATCHED THIS",1
"12131","RIPSAW",2
"12132","POLAROID",2
"12133","WEST CENTRAL",1
"12134","WILD BOAR",1
"12135","COLERIDGE",1
"12136","HAIR URINE",1
"12137","SOUNDSCAPE",1
"12138","STEPS WOOD",1
"12139","UPSTAIRS WE",1
"12140","WORST",1
"12141","INVESTIGATOR WHEN",1
"12142","CLOAK",1
"12143","GIRL BEFORE",1
"12144","JULY SUMMER",1
"12145","PRECEPT",1
"12146","RIDGE SHORT",1
"12147","SCREAMED BEING",1
"12148","SEVENTIES IN",1
"12149","SHOULDER SIT",1
"12150","TIME ITS",1
"12151","ELIZABETH",1
"12152","CHECKUP",1
"12153","PERSISTENCE",1
"12154","SLACK JAWED",1
"12155","DROPLET",1
"12156","FRIEND COWORKER",1
"12157","IGNITE",1
"12158","PASSIVE",1
"12159","ULTRA",1
"12160","DUNKIRK",3
"12161","DIALOG",2
"12162","ARMS LEGS",1
"12163","MOTHERLINESS",2
"12164","HAND DRAWN",1
"12165","LONG DISTANCE",1
"12166","SUMNER",1
"12167","TOW TRUCK",1
"12168","WHITE FUR",1
"12169","LIKE THIS",1
"12170","IN THIS",1
"12171","YELLOWY",1
"12172","DORITOS",1
"12173","FOOTSTEP SAND",1
"12174","STARTLED THERE",1
"12175","GROWL ROAR",1
"12176","QUAVERY",1
"12177","TOPEKA",3
"12178","ROOK",1
"12179","HIGHWAY STANDING",1
"12180","PRATT",1
"12181","PENNINGTON",1
"12182","SIMULACRUM",1
"12183","TALL MUSCULAR",1
"12184","SPLOTCH",1
"12185","DWIGHT",1
"12186","POESY",1
"12187","CRAB TREES",1
"12188","REAL LIFE",1
"12189","BUR MAC",1
"12190","BURR TON",1
"12191","COSMOLOGIST",1
"12192","EYES THEY",1
"12193","GONE NOTHING",1
"12194","HANDSAW",1
"12195","MANHATTAN",2
"12196","WAS NOW",1
"12197","RUNAWAY",1
"12198","VAC",2
"12199","BENTLEY",1
"12200","CHEETOS",2
"12201","PANACHE",1
"12202","STAPLES",4
"12203","TOWN THE",2
"12204","INASMUCH",1
"12205","BURDOCK",1
"12206","AREA NO",1
"12207","BEANBAG",1
"12208","CAT FIGHT",3
"12209","LOCATION UNUSUAL",1
"12210","MORENO",1
"12211","NOONTIME",1
"12212","CAFE HER",1
"12213","CONCURRED",3
"12214","DISHWASHER",1
"12215","GAGGED",3
"12216","HONEYDEW",1
"12217","PYLON",1
"12218","SUM THIN",1
"12219","WAITRESS",1
"12220","WING WALL",1
"12221","STACEY",2
"12222","ATHLETICALLY",1
"12223","BOEING",1
"12224","KATHLEEN",1
